Id,SalePrice
1461,119986.48495424443
1462,150779.22922003342
1463,184960.32776340202
1464,187465.63372473122
1465,188998.19666855698
1466,174489.64693297536
1467,172827.60489442316
1468,169445.2332367165
1469,188567.28839655075
1470,122582.95071416025
1471,200251.9152254227
1472,95501.40731574416
1473,98051.78704638108
1474,156664.69567372923
1475,137105.99824292245
1476,405209.0458997209
1477,251138.40547162373
1478,312231.9960899294
1479,235832.50491864115
1480,476550.66867510835
1481,339719.30841610825
1482,201091.6753048913
1483,167679.9696248412
1484,169190.38000859425
1485,171762.6876598069
1486,188668.12389470646
1487,362301.29344007734
1488,240895.2587761039
1489,211505.80977052572
1490,210327.45505881403
1491,190244.24279474278
1492,88130.73705562887
1493,186254.36995656905
1494,297756.7661742308
1495,292951.23767907644
1496,241012.9326735112
1497,184329.75767894604
1498,160282.52794984047
1499,162251.97188946197
1500,150482.24886015378
1501,176902.9064543597
1502,159695.61574429894
1503,305996.2858627828
1504,235659.98844324576
1505,226227.2272242855
1506,174071.08703198106
1507,224422.9847041411
1508,196195.53780863
1509,165129.11050620832
1510,146031.372842275
1511,141719.80290700236
1512,162106.37168822685
1513,141065.6686971991
1514,160382.51141828625
1515,190775.44394653628
1516,165693.75336250372
1517,156087.97909954243
1518,135619.82732748863
1519,216888.11022905709
1520,137500.50947976694
1521,137533.6476595203
1522,164847.53835930373
1523,116352.95555689796
1524,127116.37235210824
1525,125332.44220959308
1526,123430.60396212751
1527,97902.4035094692
1528,130240.12642733124
1529,146762.04966320778
1530,181717.057426829
1531,101382.0962342409
1532,95891.30520668277
1533,133889.71914449718
1534,112913.3016689909
1535,159641.3276550351
1536,107446.65527642374
1537,70790.40837206898
1538,163759.45032054724
1539,196784.2257596508
1540,93336.51811090078
1541,149629.68470708284
1542,145776.20794458652
1543,226838.1276356797
1544,73102.8671604556
1545,102871.8121471882
1546,124618.03542521752
1547,124800.8483658513
1548,127095.10611193719
1549,113108.01972646631
1550,149476.50516763548
1551,113490.55713774844
1552,132520.33045966562
1553,148565.3079107379
1554,117339.33107283078
1555,171246.82430445647
1556,74524.17604980318
1557,112298.0043447937
1558,85212.04857127456
1559,81443.24021334956
1560,135719.4136384747
1561,134005.0369261358
1562,131286.54667669386
1563,123695.78663984932
1564,152395.60266647622
1565,148386.14191008138
1566,241335.99988636837
1567,68217.69017816434
1568,218112.78826983314
1569,131598.2987679087
1570,126148.61846360516
1571,130778.11206390447
1572,147494.84558782802
1573,243212.5934150333
1574,117115.32882083797
1575,213370.16453860697
1576,208617.10977107656
1577,192980.5393647458
1578,149894.5460159396
1579,142463.41784348455
