Id,SalePrice
1461,120905.23737378298
1462,156367.2142231763
1463,187316.6245285549
1464,201247.95674082247
1465,199755.85646013505
1466,171538.27428132048
1467,176273.84934581845
1468,160093.64159941103
1469,198545.97560173186
1470,121073.72394371573
1471,168296.6944852665
1472,96217.65297759374
1473,94991.17278464313
1474,144323.40739192482
1475,106255.0257273069
1476,362414.10569315037
1477,253331.57631596288
1478,312699.26437688555
1479,303117.2306556836
1480,492953.5709883665
1481,329221.18166075373
1482,210259.27359171465
1483,182978.9739680654
1484,160274.64144070764
1485,188829.86135092654
1486,189599.69604115546
1487,346410.8546188839
1488,223427.22580811166
1489,193353.09031260718
1490,250652.23189713992
1491,196125.65264930908
1492,97340.21297169413
1493,181070.19235926616
1494,305905.8663931039
1495,289607.3667136285
1496,233757.77472636802
1497,183545.75059117205
1498,191756.96059852056
1499,168642.12545375698
1500,159531.28090734774
1501,176771.7252089783
1502,139609.31198385308
1503,312942.5211777063
1504,239757.39603356665
1505,228931.91686557117
1506,190941.19953840162
1507,243819.58150785335
1508,199127.18755431438
1509,156048.8615591092
1510,145846.95435129743
1511,168560.9444164183
1512,172024.76709351141
1513,146950.47570291348
1514,158860.12482413408
1515,185553.7571166493
1516,153401.07735695253
1517,174121.92801137053
1518,130263.990092845
1519,206018.44737198553
1520,126115.67058385654
1521,134002.22356896024
1522,175236.82869114948
1523,116631.35171370066
1524,126957.10316910612
1525,118010.83805739591
1526,111287.07824971787
1527,108832.741002703
1528,132498.94398491958
1529,157645.46819173908
1530,192349.02823912367
1531,109223.8428992007
1532,92983.75392737608
1533,152963.41759402174
1534,125401.56135081458
1535,147367.188306585
1536,104856.3538592086
1537,58962.18355638899
1538,151675.23935416006
1539,191844.82518109313
1540,85419.95838390183
1541,140468.44083705908
1542,155130.08227063206
1543,178306.2654210309
1544,84922.33852326662
1545,115970.44829570128
1546,136442.14368689802
1547,133273.15514087025
1548,140922.65626624512
1549,120849.7093651987
1550,137783.62681423296
1551,103082.85549811574
1552,141122.5843198368
1553,145298.443869595
1554,115878.31955432815
1555,165286.0059442135
1556,83016.80949418528
1557,122418.1494673219
1558,105307.66862451663
1559,59413.96686251555
1560,129622.5780078934
1561,121276.14062944794
1562,130134.37796168627
1563,120055.17710818295
1564,159059.40158905095
1565,156262.24892615018
1566,236478.80760473607
1567,78619.62088682488
1568,239993.2316229478
1569,137130.14953996963
1570,130326.71918466789
1571,110126.218302147
1572,141158.66764039587
1573,226936.34060599923
1574,119481.11585304863
1575,243083.98100073906
1576,232674.31759920114
1577,175387.23214264703
1578,147269.433756256
1579,153238.69195236522
1580,195163.28459483336
1581,157894.50419709145
1582,126262.86021136219
1583,284625.49198734574
1584,215062.13094574335
1585,133824.79483783327
1586,77266.22162539132
1587,109043.40677869375
1588,146296.52363376252
1589,98258.22245843793
1590,127714.95094278194
1591,92929.69124176473
1592,121153.07673141078
1593,129877.49567043502
1594,130090.78725706635
1595,113596.3713823689
1596,215831.55432813265
1597,207036.4515105546
1598,231023.2089473795
1599,168384.77962865186
1600,159594.38685754582
1601,65121.672981805765
1602,118584.17932899363
1603,63568.075944333184
1604,261868.1013583638
1605,229894.59028157408
1606,165358.92801721714
1607,176038.73209590378
1608,217697.76160036938
1609,180732.49995478484
1610,151855.13565420403
1611,135871.36436741322
