Id,SalePrice
1461,121638.7330953549
1462,149344.0003417686
1463,185276.06300518053
1464,197438.63569993398
1465,199596.54299450835
1466,171633.4381804451
1467,176387.22703360356
1468,159868.52315758762
1469,196208.55083588645
1470,120745.97662629909
1471,174708.28332200553
1472,96822.82940441289
1473,95010.61507762871
1474,142395.2672886776
1475,105770.67055081259
1476,363586.59987772047
1477,250447.60754559297
1478,306592.049398993
1479,299458.5657660959
1480,491061.4049480931
1481,326130.6445225487
1482,211218.22736706398
1483,181664.0880516722
1484,159358.37582388552
1485,189241.27263859063
1486,190333.13637669603
1487,343206.9135706274
1488,232710.02152726994
1489,193254.8660717156
1490,244493.22956232418
1491,196688.07388321467
1492,97419.58339352773
1493,187119.06076989928
1494,300645.36196114525
1495,287906.4146126866
1496,234435.00834388295
1497,183213.60382749472
1498,184717.32972340152
1499,168485.36325327522
1500,158595.88833851326
1501,177197.4476100733
1502,141170.2540477694
1503,293129.41635488917
1504,239207.04190986446
1505,226317.0076919226
1506,188372.96768066412
1507,245557.9759851923
1508,201421.45340615278
1509,157526.79072820977
1510,144777.32515992044
1511,163765.32975407806
1512,171935.25278531
1513,147988.78285356567
1514,156080.91919831623
1515,189264.0143976928
1516,154525.80061912508
1517,173513.12169555164
1518,131636.72781261755
1519,207270.7064659814
1520,125647.38397036844
1521,131649.28811000174
1522,177026.23211272524
1523,115375.07587958785
1524,125861.78125690305
1525,118306.46610999673
1526,111676.78935793998
1527,109956.39244451604
1528,134151.51687861374
1529,154326.8499928028
1530,190246.75013932073
1531,110068.51976249016
1532,95067.77609176308
1533,150551.1933644511
1534,126863.36608984208
1535,145683.58715666563
1536,105431.34106433623
1537,60506.434496446884
1538,150783.69995159976
1539,191536.73654830622
1540,88102.20128380536
1541,139718.44573077295
1542,151878.4893652078
1543,182086.80699072484
1544,88402.49237925284
1545,118482.12075755997
1546,137675.12739280495
1547,133481.96182799697
1548,142588.21454115724
1549,122468.94287346784
1550,136677.20798797204
1551,104050.52548691053
1552,138804.58722786477
1553,144552.4897887133
1554,115348.66321080414
1555,165831.82983085804
1556,83289.23580020061
1557,114076.09302846149
1558,103369.93744966465
1559,61210.41664720636
1560,126993.77955159063
1561,124018.2087283763
1562,130001.5517424873
1563,119411.2611619576
1564,159185.65342497182
1565,156412.85381288518
1566,244004.68789482702
1567,79603.38539548349
1568,241330.56954085565
1569,134362.06860384106
1570,132948.17573678904
1571,114499.07359752526
1572,141142.39120090834
1573,230458.40269318662
1574,118888.47685600503
1575,237683.26459923032
1576,236035.3480407212
1577,177597.91457281515
1578,148422.9681863046
1579,151671.0608009602
1580,196387.46763174052
1581,155568.9103276584
1582,125918.37197583108
1583,284146.5781695438
1584,216670.0059612328
1585,134780.24184063627
1586,73145.37842742671
1587,107593.76993375209
1588,151571.38739599127
1589,97108.79301874175
1590,129402.87460636813
1591,92238.95193899618
1592,117984.91027255046
1593,127003.41093591922
1594,127111.32402436688
1595,111834.93646084012
1596,216805.2150007773
1597,202543.45123157816
1598,228933.3248733065
1599,166362.06103777487
1600,157821.49227910044
1601,66899.11559398015
1602,118351.26930555701
1603,64089.151122916235
1604,260545.6174656865
1605,232884.4850957051
1606,163293.83015925717
1607,174791.37715160244
1608,216277.21317681047
1609,181094.3380392587
1610,151742.86084638245
1611,138101.46560885158
1612,173659.92231915984
1613,166069.27380357377
1614,124596.01754804107
1615,92559.25773904321
1616,78747.30954082985
1617,92220.37309756028
1618,133682.9366788731
1619,139190.10851912486
1620,146821.21240982218
1621,134919.24603076538
1622,143345.4773769024
1623,251058.3178781364
1624,205014.68675918918
1625,116057.86617219537
1626,170219.1577162673
1627,194867.69835516508
1628,275161.24528491945
1629,179711.28259110582
1630,352086.890112648
1631,237230.13112860758
1632,252599.91501752115
1633,172187.3408175115
1634,185311.36321105043
1635,172638.94157866025
1636,150878.96690415769
1637,209872.92179661294
1638,173840.89753250248
1639,187528.75342602178
1640,239874.6640192893
1641,182459.5967316711
1642,249468.7214674597
1643,214243.4798271872
1644,241610.7316536297
1645,199135.1468257888
1646,156004.7915845863
1647,158072.13111269276
1648,128264.37307402356
1649,140393.9785426708
1650,112570.62072104836
1651,119335.0440100937
1652,97603.91530864875
1653,99267.74374266397
1654,143480.25279083598
1655,128046.81817538617
1656,139938.42731826988
1657,148818.6518373091
1658,144892.7971667064
1659,115253.59220226028
1660,154352.56896771808
1661,438061.6142575391
1662,398973.1178130636
1663,380547.6189662682
1664,509534.95549306826
1665,313094.59945382964
1666,327135.2916013356
1667,383639.41812706506
1668,360180.2578057136
1669,314480.84415482223
1670,354489.7695751839
1671,265507.23414061766
1672,418566.3349180951
1673,287462.62400648923
1674,238543.77491025088
1675,200183.22504827197
1676,197523.01756303743
1677,222180.9682027876
1678,459517.66021729924
1679,395738.8634407855
1680,331498.5770264468
1681,252184.61961733224
1682,323867.9941246266
1683,186561.37694343086
1684,174166.82827402547
1685,172471.93850112322
1686,165395.27694958495
1687,168522.5653585048
1688,184993.06001934147
1689,190694.59026488525
1690,193455.43479745323
1691,184002.5909500286
1692,258865.5597246094
1693,166268.15499608062
1694,182663.43332606304
1695,165519.7849548985
1696,266793.0466961232
1697,169874.38544861146
1698,345189.0133340782
1699,316570.97296371934
1700,261440.41451139576
1701,273158.4365222046
1702,240491.9236337052
1703,238051.12070245788
1704,268691.9658052551
1705,235500.9955686264
1706,241865.12916961822
1707,212289.9245754464
1708,202612.79535875467
1709,260211.44478363747
1710,218600.9362576502
1711,280196.53960028145
1712,252306.08108665535
1713,282041.53757324466
1714,226935.2408669748
1715,209326.69236520916
1716,183253.9901093314
1717,175736.75390807996
1718,139808.2827656025
1719,211789.0215397469
1720,228139.15451475992
1721,152364.77358856463
1722,121882.11930875787
1723,149285.54249548478
1724,202976.51472991012
1725,238253.92679116642
1726,183685.0310424204
1727,155365.32873851116
1728,163954.49135859398
1729,170479.71100224965
1730,152259.3129672235
1731,115732.34553064345
1732,125885.16154131092
1733,110627.4467297697
1734,120872.67213675618
1735,113484.83253352382
1736,104341.80145111315
1737,289476.2645360584
1738,266899.29355649295
1739,232169.36685107384
1740,215694.01019804206
1741,192329.63597341513
1742,173378.08974809316
1743,178495.81986279562
1744,362152.9262448596
1745,216935.33133709306
1746,180267.27316392303
1747,216692.6114462456
1748,214840.83498687035
1749,141419.94138531806
1750,124072.4729754364
1751,243810.2945229698
1752,112678.72586298935
1753,153582.5479744821
1754,190558.91798550487
1755,166226.42045801366
1756,124838.17667578407
1757,120622.98531064451
1758,147567.26408947454
1759,163807.62186619942
1760,164759.8408862633
1761,146744.6113124508
1762,180487.24660324014
1763,189834.2353804144
1764,116619.71213010204
1765,159408.54475379482
1766,191999.40918666832
1767,220145.19613520996
1768,140255.62754729544
1769,169392.93915334166
1770,152442.91601517284
1771,119341.82910128956
1772,130590.59853023755
1773,121997.44630362981
1774,139855.83066679467
1775,143307.82830883437
1776,131852.27875803265
1777,107902.44713176928
1778,140364.51769683522
1779,132458.55384281944
1780,175377.31259825992
1781,126034.4545313543
1782,86913.84296162266
1783,143288.12340636255
1784,107483.51715182714
1785,125738.25933775997
1786,137610.0484293359
1787,156331.84045112118
1788,61480.24243551602
1789,97444.14691896879
1790,81280.89359545827
1791,179255.20269138095
1792,159264.96166680424
1793,126403.79950544266
1794,155097.61901448728
1795,136873.3278072569
1796,123069.99214950291
1797,111678.23738002073
1798,119710.58796580735
1799,108141.70170374922
1800,131029.84298818937
1801,129822.90689072467
1802,132677.61508145992
1803,149005.71307558334
1804,136751.21921306945
1805,132840.36766365444
1806,122766.45480901432
1807,134271.13515276322
1808,122668.16278895084
1809,127007.62765978758
1810,136515.04723084456
1811,91367.92705837786
1812,102424.91050390761
1813,137028.7424109384
1814,98946.30895767265
1815,56709.915476425645
1816,99872.68558361649
1817,107411.44536695447
1818,145343.49166223986
1819,125312.53383528106
1820,47768.0971262183
1821,114578.51037663977
1822,150997.63204928712
1823,41272.979795094056
1824,126852.70333699022
1825,137410.51777818403
1826,106338.77767732777
1827,104610.86163263168
1828,136005.47263794896
1829,125291.87542814415
1830,139095.13789978973
1831,143104.08853569918
1832,70519.07908601502
1833,139914.5039247413
1834,116861.89713559869
1835,116136.56488001767
1836,125537.46053443979
1837,86589.34971528704
1838,128273.92252822036
1839,100459.26154318884
1840,143373.8412705143
1841,131282.42376639767
1842,94578.70961682423
1843,129814.1819541809
1844,143940.9722044266
1845,144195.1501555833
1846,158447.35354985224
1847,178927.35744514942
1848,55656.37072982996
1849,109320.04484397918
1850,117514.90205565903
1851,147537.30602693674
1852,128129.68090004026
1853,121554.45505869771
1854,164476.51815897302
1855,155500.92277463307
1856,226301.68857029153
1857,130016.97070367687
1858,133646.12738762857
1859,115149.25991406407
1860,148039.34554930564
1861,115153.08080754506
1862,314244.6664079349
1863,291612.23235969443
1864,291720.874947474
1865,354983.2202839844
1866,329561.8450565527
1867,219451.18635452696
1868,280293.9049397022
1869,201033.54619555624
1870,220542.60737939447
1871,256337.3110933405
1872,174566.53118850457
1873,245464.60578214197
1874,157917.5211215083
1875,202478.2253742069
1876,205424.1195564316
1877,208832.0116957398
1878,200221.04645802578
1879,131475.82725504806
1880,128619.40433181247
1881,248174.84363343526
1882,235710.22237286213
1883,184796.9338918228
1884,204666.2787730352
1885,230630.4558253212
1886,280040.6046824032
